Name,Date,Ep_Count,Age_Rating,Cast,Network,Genres,Tags,Score
Dr. Romantic,2016,20,15+,"['Han Seok Kyu', 'Yoo Yeon Seok', 'Seo Hyun Jin', 'Choi Jin Ho', 'Yang Se Jong', 'Jang Hyuk Jin']",SBS,"['Romance', 'Drama', 'Medical']","['Strong Male Lead', 'Smart Male Lead', 'Hardworking Female Lead', 'Hardworking Male Lead', 'Character Development', 'Smart Female Lead', 'Boss-Employee Relationship', 'Slow Burn Romance', 'Trauma', 'Male Chases Female First', '(Vote or add tags)']",8.7
Hotel del Luna,2019,16,15+,"['IU', 'Yeo Jin Goo', 'Shin Jung Keun', 'Bae Hae Seon', 'P.O', 'Jo Hyun Chul']",tvN,"['Horror', 'Comedy', 'Romance', 'Fantasy']","['Boss-Employee Relationship', 'Ghost-seeing Male Lead', 'Strong Female Lead', 'Ghost', 'Smart Female Lead', 'Supernatural', 'Hotel', 'Death', 'Nice Male Lead', 'Flashback To Past', '(Vote or add tags)']",8.7
Descendants of the Sun,2016,16,15+,"['Song Joong Ki', 'Song Hye Kyo', 'Jin Goo', 'Kim Ji Won', 'Lee Seung Joon', 'Seo Jung Yeon']",KBS2,"['Action', 'Comedy', 'Romance', 'Melodrama']","['Hardworking Female Lead', 'Multiple Couples', 'Bromance', 'Hardworking Male Lead', 'Gun Violence', 'Filmed Abroad', 'Friendship', 'Strong Female Lead', 'Calm Male Lead', 'Earthquake', '(Vote or add tags)']",8.7
Law School,2021,16,15+,"['Kim Myung Min', 'Kim Bum', 'Ryu Hye Young', 'Lee Jung Eun', 'Lee Soo Kyung', 'David Lee']","jTBC,  Netflix","['Mystery', 'Law', 'Crime', 'Drama']","['Smart Male Lead', 'School', 'Student', 'University', 'Death', 'Hardworking Female Lead', 'Rich Male Lead', 'Nice Male Lead', 'Slow Burn Romance', 'Poor Female Lead', '(Vote or add tags)']",8.7
Live,2018,18,15+,"['Lee Kwang Soo', 'Jung Yu Mi', 'Bae Sung Woo', 'Bae Jong Ok', 'Sung Dong Il', 'Jang Hyun Sung']","Netflix,  tvN","['Comedy', 'Romance', 'Life']","['Teamwork', 'Violence', 'Strong Friendship', 'Strong Female Lead', 'Smart Female Lead', 'Male Chases Female First', 'Rape', 'Nice Male Lead', 'Investigation', 'Marriage', '(Vote or add tags)']",8.7
Tunnel,2017,16,15+,"['Choi Jin Hyuk', 'Yoon Hyun Min', 'Lee Yoo Young', 'Jo Hee Bong', 'Kim Byung Chul', 'Kang Ki Young']",OCN,"['Thriller', 'Mystery', 'Sci-Fi', 'Fantasy']","['Time Travel', 'Murder', 'Bromance', 'Hardworking Male Lead', 'Hidden Identity', 'Strong Female Lead', 'Character Development', 'Slight Romance', 'Teamwork', 'Strong Friendship', '(Vote or add tags)']",8.7
Strangers from Hell,2019,10,15+,"['Im Si Wan', 'Lee Dong Wook', 'Lee Jung Eun', 'Ahn Eun Jin', 'Park Jong Hwan', 'Lee Joong Ok']",OCN,"['Thriller', 'Horror', 'Psychological', 'Drama']","['Adapted From A Webtoon', 'Murder', 'PTSD', 'Gaslighting', 'Mental Torment', 'Mental Illness', 'Hostel', 'Trauma', 'Torture', 'Animal Abuse', '(Vote or add tags)']",8.7
Our Blues,2022,20,15+,"['Lee Byung Hun', 'Shin Min Ah', 'Cha Seung Won', 'Lee Jung Eun', 'Uhm Jung Hwa', 'Han Ji Min']","Netflix,  tvN","['Romance', 'Life', 'Drama', 'Family']","['Anthology', 'Multiple Mains', 'Melodrama', 'Diver Supporting Character', 'Diver Female Lead', 'Island Setting', 'Shop Owner Female Lead', 'Manager Supporting Character', 'Manager Male Lead', 'Restaurateur Male Lead', '(Vote or add tags)']",8.6
Ghost Doctor,2022,16,15+,"['Rain', 'Kim Bum', 'Uee', 'Son Na Eun', 'Sung Dong Il', 'Tae In Ho']",tvN,"['Comedy', 'Medical', 'Fantasy', 'Supernatural']","['Doctor Male Lead', 'Spirit', 'Bromance', 'Ghost', 'Spirit Possession', 'Doctor Female Lead', 'Arrogant Male Lead', 'Ghost-seeing Male Lead', 'Rich Male Lead', 'Slight Romance', '(Vote or add tags)']",8.6
Partners for Justice 2,2019,32,15+,"['Jung Jae Young', 'Jung Yoo Mi', 'Oh Man Suk', 'Noh Min Woo', 'Kang Seung Hyun', 'Park Jun Gyu']",MBC,"['Mystery', 'Law', 'Drama', 'Medical']","['Forensic Science', 'Prosecutor Female Lead', 'Doctor Male Lead', 'Rich Female Lead', 'Death', 'Murder', 'Investigation', '(Vote or add tags)']",8.6
"It's Okay, That's Love",2014,16,15+,"['Jo In Sung', 'Gong Hyo Jin', 'Sung Dong Il', 'Lee Kwang Soo', 'Jin Kyung', 'Lee Sung Kyung']",SBS,"['Psychological', 'Comedy', 'Romance', 'Drama']","['Strong Female Lead', 'Psychiatry', 'Mental Health', 'Trauma', 'Healing', 'Adult Romance', 'Melodrama', 'Cohabitation', 'Housemates', 'Rich Male Lead', '(Vote or add tags)']",8.6
Eulachacha Waikiki,2018,20,15+,"['Kim Jung Hyun', 'Lee Yi Kyung', 'Son Seung Won', 'Jung In Sun', 'Go Won Hee', 'Lee Joo Woo']",jTBC,"['Comedy', 'Life', 'Youth', 'Drama']","['Housemates', 'Bromance', 'Friends To Lovers', 'Motherhood', 'Cohabitation', 'Babysitting', 'Single Mother', 'Childhood Friends', 'Secondary Couple', 'Multiple Couples', '(Vote or add tags)']",8.6
The Bridal Mask,2012,28,15+,"['Joo Won', 'Jin Se Yeon', 'Park Ki Woong', 'Han Chae Ah', 'Shin Hyun Joon', 'Chun Ho Jin']",KBS2,"['Action', 'Historical', 'Romance', 'Political']","['Japanese Colonial Rule', 'Hidden Identity', 'Rebellion', 'Revenge', 'Love Triangle', 'Murder', 'First Love', 'Adapted From A Manhwa', 'Investigation', 'Drama', '(Vote or add tags)']",8.6
Good Manager,2017,20,15+,"['Namkoong Min', 'Nam Sang Mi', 'Lee Jun Ho', 'Jung Hye Sung', 'Kim Won Hae', 'Kim Kang Hyun']",KBS2,"['Business', 'Comedy', 'Crime', 'Drama']","['Eccentric Male Lead', 'Corruption', 'Bromance', 'Social Satire', 'Smart Male Lead', 'Revenge', 'Enemy Mine', 'Smart Female Lead', 'Strong Female Lead', 'Character Development', '(Vote or add tags)']",8.6
Children of Nobody,2018,32,15+,"['Kim Sun Ah', 'Lee Yi Kyung', 'Nam Gyu Ri', 'Cha Hak Yeon', 'Joo Seok Tae', 'Na Young Hee']",MBC,"['Thriller', 'Mystery', 'Psychological', 'Drama']","['Trauma', 'Child Abuse', 'Smart Female Lead', 'Child Behavior Issues', 'Murder', 'Tragic Past', 'Psychiatry', 'Child Abandonment', 'Domestic Violence', 'Strong Female Lead', '(Vote or add tags)']",8.6
Go Back Couple,2017,12,15+,"['Jang Na Ra', 'Son Ho Jun', 'Heo Jung Min', 'Han Bo Reum', 'Jang Ki Yong', 'Go Bo Gyeol']",KBS2,"['Comedy', 'Romance', 'Fantasy']","['Time Travel', 'Marriage', 'Love/Hate Relationship', 'Mother-Daughter Relationship', 'Misunderstanding', 'Married Couple', '1990s', 'Failing Marriage', 'Sismance', 'Bromance', '(Vote or add tags)']",8.6
My Father is Strange,2017,52,15+,"['Kim Yeong Cheol', 'Kim Hae Sook', 'Ryu Soo Young', 'Lee Yoo Ri', 'Lee Joon', 'Jung So Min']",KBS2,"['Comedy', 'Romance', 'Drama', 'Family']","['Family Secret', 'Eccentric Female Lead', 'Fake Incest', 'Multiple Couples', 'Strong Female Lead', 'Father-Daughter Relationship', 'Mother-Daughter Relationship', 'Mother-Son Relationship', 'Father-Son Relationship', 'Evil Mother-in-Law', '(Vote or add tags)']",8.6
Stranger 2,2020,16,15+,"['Jo Seung Woo', 'Bae Doo Na', 'Jeon Hye Jin', 'Choi Moo Sung', 'Lee Joon Hyuk', 'Yoon Se Ah']","Netflix,  tvN","['Thriller', 'Mystery', 'Law', 'Drama']","['Corruption', 'Calm Male Lead', 'Smart Male Lead', 'Suspense', 'Emotional Blunting', 'Power Struggle', 'Strong Female Lead', 'Strong Male Lead', 'Alexithymia', 'Sassy Female Lead', '(Vote or add tags)']",8.6
Juvenile Justice,2022,10,18+,"['Kim Hye Soo', 'Kim Mu Yeol', 'Lee Sung Min', 'Lee Jung Eun', 'Lee Sang Hee', 'Park Ji Yun']",Netflix,"['Law', 'Drama']","['Judge', 'Hardworking Female Lead', 'Juvenile Delinquent', 'Strong Female Lead', 'Hardworking Male Lead', 'Tough Female Lead', 'Workplace', 'Kind Male Lead', 'Redemption', 'Violence', '(Vote or add tags)']",8.6
Empress Ki,2013,51,15+,"['Ha Ji Won', 'Ji Chang Wook', 'Joo Jin Mo', 'Baek Jin Hee', 'Jin Yi Han', 'Kim Seo Hyung']",MBC,"['Historical', 'Romance', 'Melodrama', 'Political']","['Smart Female Lead', 'Strong Female Lead', 'Power Struggle', 'Possessive Male Lead', 'Love Triangle', 'Yuan Dynasty', 'Revenge', 'Cross-Dressing', 'Goryeo Dynasty', 'Female Lead Action Scenes', '(Vote or add tags)']",8.6
Once Again,2020,100,15+,"['Chun Ho Jin', 'Cha Hwa Yun', 'Lee Jung Eun', 'Oh Dae Hwan', 'Lee Min Jung', 'Lee Sang Yeob']",KBS2,"['Comedy', 'Romance', 'Drama', 'Family']","['Divorce', 'Multiple Couples', 'Multiple Mains', 'Marriage', 'Bickering Couple', 'Slice Of Life', 'Married Couple', 'Love/Hate Relationship', 'Secret Relationship', 'Muteness', '(Vote or add tags)']",8.6
Designated Survivor: 60 Days,2019,16,15+,"['Ji Jin Hee', 'Son Seok Koo', 'Kang Han Na', 'Heo Joon Ho', 'Lee Joon Hyuk', 'Choi Yoon Young']","Netflix,  tvN","['Thriller', 'Mystery', 'Drama', 'Political']","['Power Struggle', 'Conspiracy', 'Blue House', 'Lying', 'Social Commentary', 'Terrorism', 'Deception', 'National Intelligence Service', 'National Assembly', 'Death', '(Vote or add tags)']",8.6
My Love from the Star,2013,21,15+,"['Kim Soo Hyun', 'Jun Ji Hyun', 'Park Hae Jin', 'Yoo In Na', 'Shin Sung Rok', 'Kim Chang Wan']",SBS,"['Comedy', 'Romance', 'Drama', 'Supernatural']","['Alien', 'Interspecies Romance', 'Professor', 'Sassy Female Lead', 'Superhuman Strength', 'Time Manipulation', 'Cyberbullying', 'Star Crossed Lovers', 'Steamy Kiss', 'Special Power', '(Vote or add tags)']",8.6
Cruel City,2013,20,15+,"['Jung Kyung Ho', 'Nam Gyu Ri', 'Lee Jae Yoon', 'Son Chang Min', 'Kim Yoo Mi', 'Choi Moo Sung']",jTBC,"['Action', 'Thriller', 'Romance', 'Crime']","['Badass Male Lead', 'Gang', 'Bromance', 'Strong Female Lead', 'Strong Male Lead', 'Smart Male Lead', 'Sismance', 'Steamy Kiss', 'Orphan Male Lead', 'Detective Male Lead', '(Vote or add tags)']",8.6
Age of Youth,2016,12,15+,"['Han Ye Ri', 'Han Seung Yeon', 'Park Eun Bin', 'Ryu Hwa Young', 'Park Hye Soo', 'Yoon Park']",jTBC,"['Comedy', 'Romance', 'Life', 'Drama']","['Housemates', 'Female Centered Plot', 'Sismance', 'Multiple Mains', 'College Life', 'Coming Of Age', 'Strong Female Lead', 'Hardworking Female Lead', 'Multiple Couples', 'Shy Female Lead', '(Vote or add tags)']",8.6
365: Repeat the Year,2020,24,15+,"['Lee Joon Hyuk', 'Nam Ji Hyun', 'Kim Jee Soo', 'Lee Sung Wook', 'Yoon Joo Sang', 'Ahn Seung Gyun']",MBC,"['Thriller', 'Mystery', 'Drama', 'Fantasy']","['Strong Female Lead', 'Time Travel', 'Nice Male Lead', 'Suspense', 'Murder', 'Fate', 'Supernatural', 'Lying', 'Psychiatrist', 'Bromance', '(Vote or add tags)']",8.6
Missing: The Other Side,2020,12,15+,"['Go Soo', 'Heo Joon Ho', 'Ahn So Hee', 'Ha Joon', 'Seo Eun Soo', 'Song Geon Hee']",OCN,"['Thriller', 'Mystery', 'Supernatural']","['Ghost-seeing Male Lead', 'Spirit', 'Missing Person', 'Bromance', 'Social Justice', 'Righteous Male Lead', 'Death', 'Ghost', 'Swindler Male Lead', 'Cold Case', '(Vote or add tags)']",8.6
Bad and Crazy,2021,12,15+,"['Lee Dong Wook', 'Wi Ha Joon', 'Han Ji Eun', 'Cha Hak Yeon', 'Sung Ji Ru', 'Cha Shi Won']","iQiyi,  tvN","['Action', 'Thriller', 'Mystery']","['Injustice', 'Corruption', 'Investigation', 'Eccentric Male Lead', 'Slight Comedy', 'Strong Male Lead', 'Antihero', 'Strong Female Lead', 'Slight Romance', 'Police Department', '(Vote or add tags)']",8.6
Just Between Lovers,2017,16,15+,"['Lee Jun Ho', 'Won Jin Ah', 'Lee Ki Woo', 'Kang Han Na', 'Kim Hye Joon', 'Yoon Se Ah']",jTBC,"['Psychological', 'Romance', 'Melodrama']","['Trauma', 'Healing', 'Survivor Guilt', 'Hardworking Female Lead', 'Strong Female Lead', 'Tearjerker', 'Hardworking Male Lead', 'Phobia', 'Flashback To Past', 'Second Chance', '(Vote or add tags)']",8.6
Mystic Pop-Up Bar,2020,12,15+,"['Hwang Jung Eum', 'Yook Sung Jae', 'Choi Won Young', 'Jung Da Eun', 'Lee Joon Hyuk', 'Na In Woo']","jTBC,  Netflix","['Mystery', 'Comedy', 'Family', 'Fantasy']","['Afterlife', 'Tragic Past', 'Grudge', 'Hot-tempered Female Lead', 'Spirit', 'Adapted From A Webtoon', 'Special Power', 'Flashback To Past', 'Food', 'Innocent Male Lead', '(Vote or add tags)']",8.6
Avengers Social Club,2017,12,15+,"['Lee Yo Won', 'Ra Mi Ran', 'Myung Se Bin', 'Lee Jun Young', 'Choi Byung Mo', 'Jang Yong']",tvN,"['Friendship', 'Comedy', 'Life', 'Drama']","['Revenge', 'Sismance', 'Female Centered Plot', 'Strong Female Lead', 'Healing', 'Smart Male Lead', 'Mother-Son Relationship', 'Mother-Daughter Relationship', 'Tragic Past', 'Cheating', '(Vote or add tags)']",8.6
Save Me,2017,16,15+,"['Seo Yea Ji', 'Ok Taec Yeon', 'Woo Do Hwan', 'Jo Sung Ha', 'Jo Jae Yoon', 'Park Ji Young']",OCN,"['Action', 'Thriller', 'Mystery', 'Drama']","['Cult', 'Adapted From A Webtoon', 'Church', 'Strong Female Lead', 'Bromance', 'School Bullying', 'Smart Female Lead', 'Deception', 'Strong Male Lead', 'Ex-convict', '(Vote or add tags)']",8.6
The Master's Sun,2013,17,15+,"['Gong Hyo Jin', 'So Ji Sub', 'Seo In Guk', 'Kim Yoo Ri', 'Choi Jung Woo', 'Kim  Mi Kyung']",SBS,"['Horror', 'Comedy', 'Romance', 'Supernatural']","['Ghost', 'Eccentric Female Lead', 'Rich Male Lead', 'Clingy Female Lead', 'Successful Male Lead', 'Obsession', 'Tragic Past', 'Trauma', 'Secondary Couple', 'Eccentric Male Lead', '(Vote or add tags)']",8.6
Rebel: Thief Who Stole the People,2017,30,15+,"['Yoon Kyun Sang', 'Chae Soo Bin', 'Kim Ji Suk', 'Lee Ha Nee', 'Kim Sang Joong', 'Shim Hee Sub']",MBC,"['Action', 'Thriller', 'Historical', 'Romance']","['Rebellion', 'Joseon Dynasty', 'Strong Male Lead', 'Smart Male Lead', 'Corruption', 'Discrimination', 'Bromance', 'Superhuman Strength', 'Revenge', 'Underdog', '(Vote or add tags)']",8.5
Nobody Knows,2020,16,15+,"['Kim Seo Hyung', 'Ryu Deok Hwan', 'Park Hoon', 'Ahn Ji Ho', 'Min Jin Woong', 'Kang Ye Won']",SBS,"['Thriller', 'Mystery', 'Drama', 'Melodrama']","['Strong Female Lead', 'Smart Female Lead', 'Murder', 'Death', 'Strong Friendship', 'Guilt', 'Unusual Friendship', 'Calm Female Lead', 'Serial Killer', 'Trauma', '(Vote or add tags)']",8.5
Bad Guys,2014,11,18+,"['Kim Sang Joong', 'Park Hae Jin', 'Jo Dong Hyuk', 'Ma Dong Seok', 'Kang Ye Won', 'Kang Shin Il']",OCN,"['Action', 'Thriller', 'Psychological', 'Crime']","['Murder', 'Teamwork', 'Serial Killer', 'Strong Male Lead', 'Smart Male Lead', 'Skilled Killer', 'Violence', 'Death', 'Revenge', 'Detective Male Lead', '(Vote or add tags)']",8.5
Beautiful World,2019,16,15+,"['Park Hee Soon', 'Choo Ja Hyun', 'Oh Man Suk', 'Cho Yeo Jung', 'Nam  Da Reum', 'Kim Hwan Hee']","jTBC,  Viki","['Thriller', 'Mystery', 'Life', 'Melodrama']","['School Bullying', 'Family Relationship', 'Coma', 'Tearjerker', 'Student', 'Psychopath', 'High School', 'Investigation', 'Suspense', 'Married Couple', '(Vote or add tags)']",8.5
I Hear Your Voice,2013,18,15+,"['Lee Jong Suk', 'Lee Bo Young', 'Yoon Sang Hyun', 'Lee Da Hee', 'Jung Woong In', 'Yoon Joo Sang']",SBS,"['Mystery', 'Law', 'Romance', 'Supernatural']","['Special Power', 'Revenge', 'Smart Female Lead', 'Trauma', 'Strong Female Lead', 'Older Woman/Younger Man', 'Male Chases Female First', 'Mind Reading', 'Love Triangle', 'Cohabitation', '(Vote or add tags)']",8.5
The King of Pigs,2022,12,18+,"['Kim Dong Wook', 'Kim Sung Gyu', 'Chae Jung An', 'Choi Hyun Jin', 'Sim Hyun Seo', 'Lee Chan Yoo']",tvN,"['Thriller', 'Mystery', 'Drama']","['School Bullying', 'Detective Male Lead', 'Detective Female Lead', 'School Violence', 'Flashback To Past', 'Revenge', 'Gore', 'Murder', 'Childhood Trauma', 'Child Abuse', '(Vote or add tags)']",8.5
Arthdal Chronicles Part 1: The Children of Prophecy,2019,6,15+,"['Song Joong Ki', 'Jang Dong Gun', 'Kim Ji Won', 'Kim Ok Bin', 'Kim Eui Sung', 'Jo Sung Ha']","Netflix,  tvN","['Historical', 'Romance', 'Fantasy', 'Political']","['Power Struggle', 'Multiple Mains', 'Hidden Identity', 'Curse', 'Identical Twins', 'Orphan Male Lead', 'Strong Female Lead', 'War', 'Slavery', 'Shamanism', '(Vote or add tags)']",8.5
Kairos,2020,16,15+,"['Shin Sung Rok', 'Lee Se Young', 'Ahn Bo Hyun', 'Nam Gyu Ri', 'Kang Seung Yoon', 'Jo Dong In']",MBC,"['Action', 'Thriller', 'Drama', 'Sci-Fi']","['Time Altering', 'Past And Present', 'Family Secret', 'Rich Male Lead', 'Hardworking Male Lead', 'Betrayal', 'Different Timelines', 'Smart Male Lead', 'Gaslighting', 'Missing Person', '(Vote or add tags)']",8.5
Squid Game,2021,9,18+,"['Lee Jung Jae', 'Park Hae Soo', 'Jung Ho Yeon', 'Wi Ha Joon', 'Oh Young Soo', 'Anupam Tripathi']",Netflix,"['Action', 'Thriller', 'Mystery', 'Drama']","['Death Game', 'Death', 'Poor Male Lead', 'Extreme Violence', 'Debt', 'Competition', 'Gore', 'Survival', 'Murder', 'Game Show', '(Vote or add tags)']",8.5
Reply 1997,2012,16,15+,"['Jung Eun Ji', 'Seo In Guk', 'Hoya', 'Shin So Yool', 'Eun Ji Won', 'Lee Si Eon']",tvN,"['Comedy', 'Romance', 'Life', 'Family']","['Childhood Friends', 'High School', '1990s', 'First Love', 'Best Friends', 'Friends To Lovers', 'Bromance', 'Love Square', 'Unrequited Love', 'Love Triangle', '(Vote or add tags)']",8.5
What's Wrong with Secretary Kim,2018,16,15+,"['Park Min Young', 'Park Seo Joon', 'Lee Tae Hwan', 'Pyo Ye Jin', 'Kim Hye Ok', 'Kim Byung Ok']",tvN,"['Friendship', 'Business', 'Comedy', 'Romance']","['Adapted From A Webtoon', 'Steamy Kiss', 'Boss-Employee Relationship', 'Office Romance', 'Rich Male Lead', 'Male Chases Female First', 'Calm Female Lead', 'Smart Female Lead', 'Trauma', 'Phobia', '(Vote or add tags)']",8.5
Vagabond,2019,16,15+,"['Lee Seung Gi', 'Bae Suzy', 'Shin Sung Rok', 'Moon Jung Hee', 'Baek  Yoon Shik', 'Moon Sung Geun']","Netflix,  SBS","['Action', 'Thriller', 'Mystery', 'Crime']","['Corruption', 'Plane Crash', 'Death', 'Revenge', 'National Intelligence Service', 'Strong Male Lead', 'Terrorist', 'Street Fight', 'Deception', 'Blackmail', '(Vote or add tags)']",8.5
Dali and the Cocky Prince,2021,16,15+,"['Park Gyu Young', 'Kim Min Jae', 'Kwon Yool', 'Hwang Hee', 'Yeonwoo', 'Woo Hee Jin']",KBS2,"['Comedy', 'Romance', 'Drama']","['Smart Female Lead', 'Rich Female Lead', 'Art Gallery', 'Rich Male Lead', 'Multilingual', 'Bankruptcy', 'Art', 'Healthy Mains’ Relationship', 'Male Chases Female First', 'Strong Female Lead', '(Vote or add tags)']",8.5
Doctor John,2019,32,15+,"['Ji Sung', 'Lee Se Young', 'Lee Kyu Hyung', 'Hwang Hee', 'Jung Min Ah', 'Kwon Hwa Woon']",SBS,"['Mystery', 'Romance', 'Life', 'Medical']","['Incurable Disease', 'Eccentric Male Lead', 'Euthanasia', 'Hardworking Male Lead', 'PTSD', 'Ex-convict', 'Secret', 'Trauma', 'Tragic Past', 'Student-Teacher Relationship', '(Vote or add tags)']",8.5
Voice,2017,16,15+,"['Jang Hyuk', 'Lee  Ha Na', 'Baek Sung Hyun', 'Ye Sung', 'Son Eun Seo', 'Kim Jae Wook']",OCN,"['Thriller', 'Mystery', 'Psychological']","['Strong Female Lead', 'Murder', 'Aggressive Male Lead', 'Special Power', 'Mad Dog', 'Death', 'Obsession', 'Investigation', 'Suspense', 'Policewoman', '(Vote or add tags)']",8.5
Mad for Each Other,2021,13,15+,"['Oh Yeon Seo', 'Jung Woo', 'Lee Su Hyun', 'Ahn Woo Yeon', 'Kim Nam Hee', 'Baek Ji Won']","Daum Kakao TV,  Netflix","['Comedy', 'Romance', 'Drama']","['Trauma', 'Enemies To Lovers', 'Healing', 'Character Development', 'Unfortunate Male Lead', 'Dating Violence', 'Anger Management Issues', 'Stalking', 'Cross-Dressing', 'Obsession', '(Vote or add tags)']",8.5
Fight For My Way,2017,16,15+,"['Park Seo Joon', 'Kim Ji Won', 'Ahn Jae Hong', 'Song  Ha Yoon', 'Kim Sung Oh', 'Jin Hee Kyung']",KBS2,"['Business', 'Comedy', 'Romance', 'Sports']","['Childhood Friends', 'Friends To Lovers', 'Strong Male Lead', 'Strong Female Lead', 'Badass Male Lead', 'Character Development', 'Secondary Couple', 'Ex-girlfriend Comes Back', 'Poor Male Lead', 'First Love', '(Vote or add tags)']",8.5
W,2016,16,15+,"['Han Hyo Joo', 'Lee Jong Suk', 'Kim Eui Sung', 'Lee Tae Hwan', 'Jung Eugene', 'Lee Si Eon']",MBC,"['Thriller', 'Comedy', 'Romance', 'Fantasy']","['Parallel Dimension', 'Gun Violence', 'Crossworlds Traveler', 'Steamy Kiss', 'Rich Male Lead', 'Lovers Separated', 'Attempted Murder', 'Murder', 'Fight', 'Revenge', '(Vote or add tags)']",8.5
"Hi Bye, Mama!",2020,16,15+,"['Kim Tae Hee', 'Lee Kyu Hyung', 'Go Bo Gyeol', 'Seo Woo Jin', 'Shin Dong Mi', 'Oh Eui Shik']","Netflix,  tvN","['Romance', 'Family', 'Melodrama', 'Supernatural']","['Married Couple', 'Mother-Daughter Relationship', 'Nice Female Lead', 'Death', 'Reincarnation', 'Best Friends', 'Sismance', 'Ghost', 'Heartbreak', 'Remarriage', '(Vote or add tags)']",8.5
When the Camellia Blooms,2019,40,15+,"['Gong Hyo Jin', 'Kang Ha Neul', 'Kim Ji Suk', 'Son Dam Bi', 'Oh Jung Se', 'Yeom Hye Ran']","KBS2,  Netflix","['Thriller', 'Comedy', 'Romance', 'Drama']","['Single Mother', 'Mystery', 'Motherhood', 'Mother-Son Relationship', 'Hardworking Female Lead', 'Dorky Male Lead', 'Male Chases Female First', 'Nice Male Lead', 'Independent Female Lead', 'Nice Female Lead', '(Vote or add tags)']",8.5
Snowdrop,2021,16,15+,"['Jung Hae In', 'Kim Ji Soo', 'Jang Seung Jo', 'Yoo In Na', 'Yoon Se Ah', 'Kim Hye Yoon']",jTBC,"['Romance', 'Drama', 'Melodrama', 'Political']","['1980s', 'Political Intrigue', 'Love At First Sight', 'Student', 'Dormitory', 'University', 'Conspiracy', 'Hostage', 'Impulsive Female Lead', 'North And South Korea', '(Vote or add tags)']",8.5
Thirty But Seventeen,2018,32,15+,"['Shin Hye Sun', 'Yang Se Jong', 'Ahn Hyo Seop', 'Ye Ji Won', 'Wang Ji Won', 'Yoon Sun Woo']",SBS,"['Music', 'Mystery', 'Comedy', 'Romance']","['Cohabitation', 'Healing', 'First Love', 'Coma', 'Tragic Past', 'Naive Female Lead', 'Nice Female Lead', 'Trauma', 'Eccentric Male Lead', 'Nice Male Lead', '(Vote or add tags)']",8.5
Circle,2017,12,15+,"['Yeo Jin Goo', 'Kim Kang Woo', 'Gong Seung Yeon', 'Lee Gi Kwang', 'Ahn Woo Yeon', 'Seo Hyun Chul']",tvN,"['Thriller', 'Mystery', 'Sci-Fi']","['Future', 'Alien', 'Bromance', 'Strong Female Lead', 'Smart Female Lead', 'Calm Female Lead', 'Smart Male Lead', 'Kidnapping', 'Character Development', 'Human Experimentation', '(Vote or add tags)']",8.5
Be Melodramatic,2019,16,15+,"['Chun Woo Hee', 'Jeon Yeo Been', 'Han Ji Eun', 'Ahn Jae Hong', 'Gong Myung', 'Lee Joo Bin']","jTBC,  Viki","['Comedy', 'Romance', 'Life', 'Melodrama']","['Multiple Mains', 'Sismance', 'Strong Female Lead', 'Best Friends', 'Multiple Couples', 'Independent Female Lead', 'Housemates', 'Eccentric Female Lead', 'Female Centered Plot', 'Single Mother', '(Vote or add tags)']",8.5
Because This Is My First Life,2017,16,15+,"['Jung So Min', 'Lee Min Ki', 'Esom', 'Park Byung Eun', 'Kim Ga Eun', 'Kim Min Seok']",tvN,"['Comedy', 'Romance', 'Life', 'Drama']","['Contract Relationship', 'Marriage Of Convenience', 'Housemates', 'Eccentric Male Lead', 'Multiple Couples', 'Cohabitation', 'Sismance', 'Nerdy Male Lead', 'Multiple Mains', 'Calm Male Lead', '(Vote or add tags)']",8.5
